categoria,cat_principal,nombre,ean,precio,precio_texto,fecha
Lacteos Y Frescos,Frescos,bebida lactea la serenisima sense x 200 ml vainill,7790742872012,1548.0,"$1.548,00",20260225
Lacteos Y Frescos,Frescos,bebida lactea la serenisima sense x 200 ml. cappuc,7790742872661,1548.0,"$1.548,00",20260225
Lacteos Y Frescos,Frescos,bebida lactea la serenisima sense x 200 ml. caraml,7790742872654,1548.0,"$1.548,00",20260225
Lacteos Y Frescos,Frescos,bebida lactea la serenisima x 1 lt. frutilla,7790742654021,2721.0,"$2.721,00",20260225
Lacteos Y Frescos,Frescos,bebida lactea la serenisima x 200 ml frutilla redu,7790742566027,1159.0,"$1.159,00",20260225
Lacteos Y Frescos,Frescos,bebida lactea la serenisima x 200ml protein chocol,7790742172204,1159.0,"$1.159,00",20260225
Lacteos Y Frescos,Frescos,bebida lactea la serenisima x 900 gm cookies and cream,7790742661333,1969.0,"$1.969,00",20260225
Lacteos Y Frescos,Frescos,bondiola feteada labratto x 100 gr.,7790079019166,5733.0,"$5.733,00",20260225
Lacteos Y Frescos,Frescos,bondiola feteada lario x 120 gr.,7790625005339,5237.0,"$5.237,00",20260225
Lacteos Y Frescos,Frescos,bondiola lario x kg.,2029320000000,27449.0,"$27.449,00",20260225
Lacteos Y Frescos,Frescos,bondiola paladini fetas + finas x 120 gr.,7790079022623,6556.0,"$6.556,00",20260225
Lacteos Y Frescos,Frescos,bondiola paladini x kg.,2014450000006,37564.0,"$37.564,00",20260225
Lacteos Y Frescos,Frescos,cantimpalo espuna x kg.,2027890000000,29435.0,"$29.435,00",20260225
Lacteos Y Frescos,Frescos,cantimpalo lario x kg.,2018560000000,20219.0,"$20.219,00",20260225
Lacteos Y Frescos,Frescos,capelletis don yeyo x 400 gm jamon yqueso,7795293601708,3379.0,"$3.379,00",20260225
Lacteos Y Frescos,Frescos,chocolatada milkaut l.v. x 1 lt.,7794820903124,3366.0,"$3.366,00",20260225
Lacteos Y Frescos,Frescos,chorizo oriental paldini x kg.,2014540000008,21516.0,"$21.516,00",20260225
Lacteos Y Frescos,Frescos,chorizo tipo candelaria bierzo x kilo x kg.,2030520000004,30294.0,"$30.294,00",20260225
Lacteos Y Frescos,Frescos,cr.leche armonia x200ml.tetra,7790742330109,2578.0,"$2.578,00",20260225
Lacteos Y Frescos,Frescos,crema chantilly tonadita x 250 gr.,7798060852723,7643.0,"$7.643,00",20260225
Lacteos Y Frescos,Frescos,crema d eleche la serenisima x 520 ml para batir,7790742014122,6373.0,"$6.373,00",20260225
Lacteos Y Frescos,Frescos,crema de leche ilolay x 350 gr.,7790787949083,3780.0,"$3.780,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la paulina para cocinar pote x 200 gm,7794990186273,1974.0,"$1.974,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la paulina pote x 200 cc doble,7794990186242,2271.0,"$2.271,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la paulina x 200 gr.,7790398000265,1974.0,"$1.974,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la paulina x 350 gr.,7790398000272,3236.0,"$3.236,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la serenisima 0 a?a? lactosa,7790742142009,3195.0,"$3.195,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la serenisima para cociar x 200 ml.,7790742141606,2439.0,"$2.439,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la serenisima para cociar x 330 ml.,7790742141705,3879.0,"$3.879,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la serenisima tetra x 200 ml.,7790742141309,2754.0,"$2.754,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la serenisima uat x 200 ml.batir,7790742011701,2659.0,"$2.659,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la serenisima uat x 330 ml.,7790742141101,4069.0,"$4.069,00",20260225
Lacteos Y Frescos,Frescos,crema de leche la serenisima x 200 ml liviana para cocinar,7790742141903,2429.0,"$2.429,00",20260225
Lacteos Y Frescos,Frescos,crema de leche milkaut dob.200,7794820902974,2544.0,"$2.544,00",20260225
Lacteos Y Frescos,Frescos,crema de leche milkaut simple x 200 ml.,7794820903186,2447.0,"$2.447,00",20260225
Lacteos Y Frescos,Frescos,crema de leche milkaut x 330 gr.,7794820902967,3747.0,"$3.747,00",20260225
Lacteos Y Frescos,Frescos,crema de leche pasteurizada ilolay x 200 ml.,7790787030132,2296.0,"$2.296,00",20260225
Lacteos Y Frescos,Frescos,crema de leche tonadita x 350 gr.,7798060850101,3562.0,"$3.562,00",20260225
Lacteos Y Frescos,Frescos,crema de leche tregar x 350 ml,7793913013443,3597.35,"$3.597,35",20260225
Lacteos Y Frescos,Frescos,crema de leche tremblay x 200 gr.,7798151770011,2310.0,"$2.310,00",20260225
Lacteos Y Frescos,Frescos,crema de leche tremblay x 360 gr.,7798151770028,3969.0,"$3.969,00",20260225
Lacteos Y Frescos,Frescos,crema de leche x 520 ml culinaria,7790742142207,6050.0,"$6.050,00",20260225
Lacteos Y Frescos,Frescos,crema leche tregar x200ml.,7793913013436,2459.0,"$2.459,00",20260225
Lacteos Y Frescos,Frescos,crema tipo chantilly tregar x 250 ml.,7793913000337,9180.0,"$9.180,00",20260225
Lacteos Y Frescos,Frescos,danonino bebible x 100 ml. vainilla,7791337008687,1606.0,"$1.606,00",20260225
Lacteos Y Frescos,Frescos,discos lg copetin horno,2715210000006,900.0,"$900,00",20260225
Lacteos Y Frescos,Frescos,fiambre de cerdo lario x kg.,2018610000004,13938.0,"$13.938,00",20260225
Lacteos Y Frescos,Frescos,fiambre pemparedados fela x kg.,2014580000006,9357.0,"$9.357,00",20260225
Lacteos Y Frescos,Frescos,fiambrin la serenisima x kg.,2017670000009,20371.0,"$20.371,00",20260225
Lacteos Y Frescos,Frescos,fideos fusiles don yeyo x 500 gr.,7795293102151,2888.0,"$2.888,00",20260225
Lacteos Y Frescos,Frescos,fideos la gallega cinta ancha x kg.,2013670000001,2990.0,"$2.990,00",20260225
Lacteos Y Frescos,Frescos,fideos la gallega cintita x kg.,2013690000005,2990.0,"$2.990,00",20260225
Lacteos Y Frescos,Frescos,fideos la gallega gomeritas x kilo x kg.,2013740000009,2990.0,"$2.990,00",20260225
Lacteos Y Frescos,Frescos,fideos la gallega yemitas x kilo x kg.,2013770000000,2990.0,"$2.990,00",20260225
Lacteos Y Frescos,Frescos,flan danette super cremoso x 95 gr.,7791337008168,2209.0,"$2.209,00",20260225
Lacteos Y Frescos,Frescos,flan danette vainilla x 380 gr.,7791337009882,5786.0,"$5.786,00",20260225
Lacteos Y Frescos,Frescos,flan ilolay kids vainilla con caramelo x 110 gr.,7790787087334,1159.0,"$1.159,00",20260225
Lacteos Y Frescos,Frescos,"flan ilolay kids vainlla, caramelo y dce de leche",7790787087341,1159.0,"$1.159,00",20260225
Lacteos Y Frescos,Frescos,flan la serenisima vainilla x 95 gr.,7791337009615,1539.0,"$1.539,00",20260225
Lacteos Y Frescos,Frescos,flan ser vainilla x 100 gr.,7791337008205,1984.0,"$1.984,00",20260225
Lacteos Y Frescos,Frescos,ghee entrenuts manteca clarificada x 300 gr.,656750783948,14636.0,"$14.636,00",20260225
Lacteos Y Frescos,Frescos,jabon lario,7790625006992,6427.0,"$6.427,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido feteado labratto x 125 gr.,7790079019159,4879.0,"$4.879,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido labratto al  al vacio x kilo,2014650000004,25235.0,"$25.235,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido labratto x kg.,2014660000001,25235.0,"$25.235,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido lario premium x kilo x kg.,2018630000008,18729.0,"$18.729,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido lario x kg.,2018640000005,13899.0,"$13.899,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido paladini 100 aaos envasado x kg.,2029470000004,25367.0,"$25.367,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido paladini 100 anos x kg.,2029430000006,25367.0,"$25.367,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido paladini clasico x kg.,2014670000008,18831.0,"$18.831,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido paladini fetas + finas x 200 gr.,7790079022593,5326.0,"$5.326,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido paladini reducido en sodio x 150 gr.,7790079021619,3847.0,"$3.847,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido reducido en sodio paladini x kg.,2026870000009,20367.0,"$20.367,00",20260225
Lacteos Y Frescos,Frescos,jamon cocido sadia x kilo x kg.,2029390000009,12779.0,"$12.779,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo ermes fontana x kilo,2031970000002,71156.0,"$71.156,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo espuna al vacio x kilo x kg.,2027660000001,72597.0,"$72.597,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo espuna envasado en fetas x 100 gr.,7790079023293,8420.0,"$8.420,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo fela x kg.,2026740000009,41837.0,"$41.837,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo fela x kilo envasado al vacio,2032130000009,41834.0,"$41.834,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo feteado lario x 120 gr.,7790625001027,6657.0,"$6.657,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo labratto parma x kilo,2032050000004,64246.0,"$64.246,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo labratto x kilo envasado al vacio,2032170000007,64246.0,"$64.246,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo lario x kg.,2018670000006,43269.0,"$43.269,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo paladini bloque chico x kg x kg.,2026710000008,59835.0,"$59.835,00",20260225
Lacteos Y Frescos,Frescos,jamon crudo paladini parma x kilo,2032040000007,57936.36,"$57.936,36",20260225
Lacteos Y Frescos,Frescos,jamon crudo paladini x kilo envasado al vacio,2032180000004,57936.0,"$57.936,00",20260225
Lacteos Y Frescos,Frescos,leberwurst lario x 200 gr.,7790625000648,1819.0,"$1.819,00",20260225
Lacteos Y Frescos,Frescos,leberwurst paladini con finas hierbas x 200 gr.,7790079018367,2104.0,"$2.104,00",20260225
Lacteos Y Frescos,Frescos,leberwurst paladini x 250 gr.,7790079000638,2416.0,"$2.416,00",20260225
Lacteos Y Frescos,Frescos,leche almendra ades x1lt.,7790895643538,5255.0,"$5.255,00",20260225
Lacteos Y Frescos,Frescos,leche apostoles descremada larga vida x 1 litro,7798338290110,1389.0,"$1.389,00",20260225
Lacteos Y Frescos,Frescos,leche apostoles x 1 litro entera larga vida,7798338290479,1389.0,"$1.389,00",20260225
Lacteos Y Frescos,Frescos,leche armonia x 1 litro des,7793940361005,1559.0,"$1.559,00",20260225
Lacteos Y Frescos,Frescos,leche armonia x 400 gm,7790742331601,5933.0,"$5.933,00",20260225
Lacteos Y Frescos,Frescos,leche barista la serenisima x 1 lt.,7790742358400,2069.0,"$2.069,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada cindor x 1 lt.,7791337007253,6590.0,"$6.590,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada cindor x 1 lt. sabor mocha,7791337007796,6590.0,"$6.590,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada cindor x 200 ml.,7791337007260,2370.0,"$2.370,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada ilolay x 1 litro,7790787172566,2984.0,"$2.984,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada ilolay x 200ml,7790787002672,1290.0,"$1.290,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada la serenisima x 1 lt.,7791337008403,4625.0,"$4.625,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada la serenisima x 200 ml.,7791337008410,1583.0,"$1.583,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada milkaut x 200 ml.,7794820004159,949.0,"$949,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada nesquik menos azucar x 200 ml.,8445291169722,1698.0,"$1.698,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada nesquik x 200 ml clasica,8445291395961,1698.0,"$1.698,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada nestle x 190 ml clasica,8445291632660,1581.0,"$1.581,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada tregar x 1 lt.,7793913001990,3076.0,"$3.076,00",20260225
Lacteos Y Frescos,Frescos,leche chocolatada tregar x 200 ml.,7793913002119,1218.0,"$1.218,00",20260225
Lacteos Y Frescos,Frescos,leche condensada descremada nestle x 395 gr.,8445290883858,4007.0,"$4.007,00",20260225
Lacteos Y Frescos,Frescos,leche condensada organica nestle x 395 gr.,8445290900654,4007.0,"$4.007,00",20260225
Lacteos Y Frescos,Frescos,leche de almendras la serenisima x 1 lt.,7790742340108,4255.0,"$4.255,00",20260225
Lacteos Y Frescos,Frescos,leche de almendras silk sin azucar x 1 lt. vainila,7791337007949,6668.0,"$6.668,00",20260225
Lacteos Y Frescos,Frescos,leche de almendras sin azucar la serenisima x 1 lt,7790742340306,4255.0,"$4.255,00",20260225
Lacteos Y Frescos,Frescos,leche descremada armonia 1a?a? x 1 lt.,7793940306006,1559.0,"$1.559,00",20260225
Lacteos Y Frescos,Frescos,leche descremada en polvo ilolay light x30s,7790787201297,6443.0,"$6.443,00",20260225
Lacteos Y Frescos,Frescos,leche descremada en polvo la serenisima x 200 gr.,7790742436207,3715.0,"$3.715,00",20260225
Lacteos Y Frescos,Frescos,leche descremada en polvo la serenisima x 400 gr.,7790742436405,7012.0,"$7.012,00",20260225
Lacteos Y Frescos,Frescos,leche descremada la serenisima con hierro x 1 lt.,7790742335807,2069.0,"$2.069,00",20260225
Lacteos Y Frescos,Frescos,leche descremada la serenisima protein x 1 lt.,7790742358608,2069.0,"$2.069,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo armonia x 800 gr.,7790742331304,9489.0,"$9.489,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo descremada ilolay x 400 gr.,7790787208067,7086.0,"$7.086,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo descremada ilolay x 800 gr.,7790787201303,12885.0,"$12.885,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo descremada milkaut x800gr.caja,7794820000526,11590.0,"$11.590,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo descremada purisima x 30 sobres 5 g,7798095171561,4352.0,"$4.352,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo descremada svelty organica x 370 g.,8445290194077,7728.0,"$7.728,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo entera ilolay x 400 gr.,7790787206155,6442.0,"$6.442,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo entera la serenisima x 800 gr.,7790742437303,12781.0,"$12.781,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo entera milkaut caja x 800 gr.,7794820001103,11590.0,"$11.590,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo ilolay entera x 800 gr.,7790787201228,11713.0,"$11.713,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo la lechera x 200 gm,8445291388598,2833.0,"$2.833,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo la lechera x 400 gr.,8445290702302,5653.0,"$5.653,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo la lechera x 800 gr.,8445290702234,10768.0,"$10.768,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo la paulina entera x 800 gm,7790398100644,11722.0,"$11.722,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo la serenisima zero lactosa x 400 gm entera,7790742436504,9025.0,"$9.025,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo nido cero lactosa x 750 gr.,8445291216587,13803.0,"$13.803,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo puriisma descremada x 800 gm pouch,7798095172384,10366.0,"$10.366,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo purisima deslactosada x 400 gm 0 %,7798095172049,5707.0,"$5.707,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo purisima plus x 800 gr.,7798095171363,10328.0,"$10.328,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo reducida en lactosa purisima x 400.,7798095171813,5966.0,"$5.966,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo svelty extra calcio x 370 gr.,8445291020047,6442.0,"$6.442,00",20260225
Lacteos Y Frescos,Frescos,leche en polvo svelty extra calcio x 750 gr.,8445291020061,11873.0,"$11.873,00",20260225
Lacteos Y Frescos,Frescos,leche entera en polvo la serenisima x 200 gr.,7790742436108,3715.0,"$3.715,00",20260225
Lacteos Y Frescos,Frescos,leche entera en polvo la serenisima x 400 gr.,7790742436306,7402.0,"$7.402,00",20260225
Lacteos Y Frescos,Frescos,leche entera larga vida la serenisima 3a?a? x 200 ml.,7790742357205,1251.0,"$1.251,00",20260225
Lacteos Y Frescos,Frescos,leche entera milkaut larga vida x 1 lt.,7794820903100,2042.0,"$2.042,00",20260225
Lacteos Y Frescos,Frescos,leche fermentada actimel kids frutilla x 100 gr.,7791337009424,1750.0,"$1.750,00",20260225
Lacteos Y Frescos,Frescos,leche la serenisima 1 a?a? descremada larga vida x 1l,7790742335609,2029.0,"$2.029,00",20260225
Lacteos Y Frescos,Frescos,leche la serenisima clasica 3 a?a? x 1 lt. larga vida,7790742363008,1989.0,"$1.989,00",20260225
Lacteos Y Frescos,Frescos,leche la serenisima descremada x1l.1a?a? sachet md,7790742348005,1669.0,"$1.669,00",20260225
Lacteos Y Frescos,Frescos,leche la serenisima entera x1l.3a?a? sachet md,7790742348302,1669.0,"$1.669,00",20260225
Lacteos Y Frescos,Frescos,leche la serenisima larga vida 3a?a? x 1 lt.,7790742335500,2029.0,"$2.029,00",20260225
Lacteos Y Frescos,Frescos,leche la serenisima multi defensas 2a?a? x 1 lt.,7790742348203,1669.0,"$1.669,00",20260225
Lacteos Y Frescos,Frescos,leche la serenisima semidescremada x1lt.2a?a? pet,7790742335401,2029.0,"$2.029,00",20260225
Lacteos Y Frescos,Frescos,leche la serenisima zero lactosa larga vida x 1 lt,7790742333605,2069.0,"$2.069,00",20260225
Lacteos Y Frescos,Frescos,leche larga vida ilolay x 1 litro entera,7790787002528,1918.0,"$1.918,00",20260225
Lacteos Y Frescos,Frescos,leche larga vida la serenisima 1 % x 1 litro,7790742363107,1989.0,"$1.989,00",20260225
Lacteos Y Frescos,Frescos,leche larga vida la serenisima con prebioticos x 1,7790742358509,2069.0,"$2.069,00",20260225
Lacteos Y Frescos,Frescos,leche ls desc ec x1lt,7790742335906,2069.0,"$2.069,00",20260225
Lacteos Y Frescos,Frescos,leche ls vegetal almendra barista x 1 lt,7790742341600,4254.0,"$4.254,00",20260225
Lacteos Y Frescos,Frescos,leche ls.desc.x1l.0% lv.pet,7790742335302,2029.0,"$2.029,00",20260225
Lacteos Y Frescos,Frescos,leche ls.p.desc.x1l.2% vit.car,7790742363206,1989.0,"$1.989,00",20260225
Lacteos Y Frescos,Frescos,leche nido 4 x 800 real aumento,8445291216563,14411.0,"$14.411,00",20260225
Lacteos Y Frescos,Frescos,leche nido x 200 ml sabor vainilla,8445291097797,1228.0,"$1.228,00",20260225
Lacteos Y Frescos,Frescos,leche nido x 350,8445291228085,7441.0,"$7.441,00",20260225
Lacteos Y Frescos,Frescos,leche nido x 370,8445290391872,6562.0,"$6.562,00",20260225
Lacteos Y Frescos,Frescos,leche nido x 750,8445290999559,12081.0,"$12.081,00",20260225
Lacteos Y Frescos,Frescos,leche nido x 800 gm organica,8445291104440,15476.0,"$15.476,00",20260225
Lacteos Y Frescos,Frescos,leche parcialmente descremada milkaut larga vida .,7794820903117,2042.0,"$2.042,00",20260225
Lacteos Y Frescos,Frescos,leche polvo purisima desc x 400g,7798095172377,5276.0,"$5.276,00",20260225
Lacteos Y Frescos,Frescos,leche reducida en lactosa la serenisima sachet x .,7790742352002,1935.0,"$1.935,00",20260225
Lacteos Y Frescos,Frescos,leche serekids,7790742336408,2166.0,"$2.166,00",20260225
Lacteos Y Frescos,Frescos,leche svelty,8445291102095,8336.0,"$8.336,00",20260225
Lacteos Y Frescos,Frescos,leche svelty x 370 gm colageno,8445291362369,7722.0,"$7.722,00",20260225
Lacteos Y Frescos,Frescos,lomo a las finas hierbas lario x kg.,2018710000003,23809.0,"$23.809,00",20260225
Lacteos Y Frescos,Frescos,lomo cocido feteado paladini x 120 gr.,7790079019562,3362.0,"$3.362,00",20260225
Lacteos Y Frescos,Frescos,lomo cocido paladini x kg.,2014830000008,19597.0,"$19.597,00",20260225
Lacteos Y Frescos,Frescos,lomo horneado feteado labratto x 100 gr.,7790079019180,4232.0,"$4.232,00",20260225
Lacteos Y Frescos,Frescos,lomo horneado labrato x kilo al vacio x kg.,2014900000006,32834.0,"$32.834,00",20260225
Lacteos Y Frescos,Frescos,lomo horneado x kg.,2014890000000,32834.0,"$32.834,00",20260225
Lacteos Y Frescos,Frescos,longaniza bierzo tipo calabresa x kilo x kg.,2011140000001,37840.0,"$37.840,00",20260225
Lacteos Y Frescos,Frescos,magro canut x kg.,2011480000006,20891.0,"$20.891,00",20260225
Lacteos Y Frescos,Frescos,manteca ilolay x 200 gr,7790787960668,3739.0,"$3.739,00",20260225
Lacteos Y Frescos,Frescos,manteca ilolay x 500 gr.,7790787960675,8828.0,"$8.828,00",20260225
Lacteos Y Frescos,Frescos,manteca ilolay x100gr.,7790787960651,2078.0,"$2.078,00",20260225
Lacteos Y Frescos,Frescos,manteca la paulina x 100 gr.,7790398100071,1741.0,"$1.741,00",20260225
