categoria,cat_principal,nombre,ean,precio,precio_texto,fecha
Almacen,Almacen,3ds queso x 85 gr.,7790310985830,3649.0,"$3.649,00",20260602
Almacen,Almacen,3ds queso x143gr.,7790310985137,5118.0,"$5.118,00",20260602
Almacen,Almacen,3ds sabor queso x 43 gm,7790310985113,2271.0,"$2.271,00",20260602
Almacen,Almacen,ac. de oliva zuccardi x 500 ml coratina,7791728246629,24261.0,"$24.261,00",20260602
Almacen,Almacen,ac.de coco entrenuts x200virg.,763571722428,9649.0,"$9.649,00",20260602
Almacen,Almacen,ac.ol.l.toscana x250ml.ajo,7798080520657,9903.0,"$9.903,00",20260602
Almacen,Almacen,ac.ol.l.toscana x250ml.albahac,7798080520534,9903.0,"$9.903,00",20260602
Almacen,Almacen,ac.ol.zuccardi x250ml.coratina,7791728246612,14152.0,"$14.152,00",20260602
Almacen,Almacen,ac.ol.zuccardi x250ml.picual,7791728246575,14152.0,"$14.152,00",20260602
Almacen,Almacen,ac.ol.zuelo x500ml.bot.intenso,7791728241181,18903.0,"$18.903,00",20260602
Almacen,Almacen,acaitunas goya x 149 gm con pimiento picante,41331014922,9280.0,"$9.280,00",20260602
Almacen,Almacen,aceite cocinero puro de oliva x 500 ml,7790070265142,10921.0,"$10.921,00",20260602
Almacen,Almacen,aceite cocinero x900 ml oliva y girasol,7790070231598,5809.0,"$5.809,00",20260602
Almacen,Almacen,aceite copisi x 900 ml. girasol y oliva,7790272006819,6162.0,"$6.162,00",20260602
Almacen,Almacen,aceite de coco entrenuts neutro x 360 ml.,656750783931,8902.0,"$8.902,00",20260602
Almacen,Almacen,aceite de coco entrenuts virgen x 360 ml.,763571722435,16512.0,"$16.512,00",20260602
Almacen,Almacen,aceite de girasol alsamar x 5 lts.,7794870000040,20159.0,"$20.159,00",20260602
Almacen,Almacen,aceite de girasol alsamar x 900 ml.,7798316700907,3676.0,"$3.676,00",20260602
Almacen,Almacen,"aceite de girasol legitimo x 1,5 lt.",7798316700815,5963.0,"$5.963,00",20260602
Almacen,Almacen,aceite de girasol legitimo x 3 lt.,7798316700822,12315.0,"$12.315,00",20260602
Almacen,Almacen,aceite de girasol legitimo x 5 lts.,7798316700839,20159.0,"$20.159,00",20260602
Almacen,Almacen,aceite de girasol legitimo x 900 ml.,7798316700808,3676.0,"$3.676,00",20260602
Almacen,Almacen,"aceite de girasol natura x 1,5 lt.",7790272001029,6777.0,"$6.777,00",20260602
Almacen,Almacen,aceite de girasol natura x 3 lt.,7790272001036,13775.0,"$13.775,00",20260602
Almacen,Almacen,aceite de maiz lira x 900 ml.,7790070231697,3599.0,"$3.599,00",20260602
